1.1,0.5,1.5,0.7678503410359822 
1.1,0.5,1.6,0.7755441410390407 
1.1,0.5,1.7,0.7813019332185966 
1.1,0.5,1.8,0.7855615950156449 
1.1,0.5,1.9,0.7886552992936013 
1.1,0.5,2.0,0.7908370085288128 
1.1,0.5,2.1,0.7923023570689687 
1.1,0.5,2.2,0.7932031257485543 
1.1,0.5,2.3,0.7936578599267359 
1.1,0.5,2.4,0.7937597206973568 
1.1,0.5,2.5,0.7935823369912328 
1.1,0.5,2.6,0.793184202201056 
1.1,0.5,2.7,0.7926120027811585 
1.1,0.5,2.8,0.7919031569627524 
1.1,0.5,2.9,0.7910877647684255 
1.1,0.5,3.0,0.7901901159652013 
1.1,0.5,3.1,0.7892298636564797 
1.1,0.5,3.2,0.788222943207931 
1.1,0.5,3.3,0.7871822959101579 
1.1,0.5,3.4,0.7861184419685439 
1.1,0.5,3.5,0.7850399365198073 
1.1,0.5,3.6,0.7839537343106645 
1.1,0.5,3.7,0.7828654826619829 
1.1,0.5,3.8,0.7817797578300933 
1.1,0.5,3.9,0.7807002564694714 
1.1,0.5,4.0,0.7796299513118023 
1.1,0.6,1.5,0.4440592489756614 
1.1,0.6,1.6,0.44850569363440584 
1.1,0.6,1.7,0.4518332279542781 
1.1,0.6,1.8,0.45429494110503976 
1.1,0.6,1.9,0.45608281908001247 
1.1,0.6,2.0,0.45734364024382995 
1.1,0.6,2.1,0.4581904692594753 
1.1,0.6,2.2,0.45871102436046823 
1.1,0.6,2.3,0.4589738149634164 
1.1,0.6,2.4,0.45903267975864426 
1.1,0.6,2.5,0.4589301691665553 
1.1,0.6,2.6,0.45870008645888366 
1.1,0.6,2.7,0.458369411536738 
1.1,0.6,2.8,0.4579597681544914 
1.1,0.6,2.9,0.4574885508856249 
1.1,0.6,3.0,0.4569697965931986 
1.1,0.6,3.1,0.4564148626570933 
1.1,0.6,3.2,0.4558329580211736 
1.1,0.6,3.3,0.455231561393611 
1.1,0.6,3.4,0.45461675237168286 
1.1,0.6,3.5,0.45399347496739306 
1.1,0.6,3.6,0.45336574834931354 
1.1,0.6,3.7,0.4527368361413234 
1.1,0.6,3.8,0.45210938301137676 
1.1,0.6,3.9,0.4514855253141424 
1.1,0.6,4.0,0.4508669810550185 
1.1,0.7,1.5,0.27950891007094736 
1.1,0.7,1.6,0.28230635787279806 
1.1,0.7,1.7,0.2843998335987028 
1.1,0.7,1.8,0.28594857857889755 
1.1,0.7,1.9,0.2870733858676433 
1.1,0.7,2.0,0.28786660299857286 
1.1,0.7,2.1,0.2883993648517695 
1.1,0.7,2.2,0.2887268587625388 
1.1,0.7,2.3,0.28889218647460874 
1.1,0.7,2.4,0.2889292195410096 
1.1,0.7,2.5,0.2888647275334568 
1.1,0.7,2.6,0.28871997685407774 
1.1,0.7,2.7,0.28851194110517264 
1.1,0.7,2.8,0.28825422419590996 
1.1,0.7,2.9,0.2879577693645056 
1.1,0.7,3.0,0.28763140745057203 
1.1,0.7,3.1,0.2872822835870626 
1.1,0.7,3.2,0.2869161912942908 
1.1,0.7,3.3,0.28653783557767093 
1.1,0.7,3.4,0.28615104124353796 
1.1,0.7,3.5,0.28575891868663184 
1.1,0.7,3.6,0.2853639964702435 
1.1,0.7,3.7,0.2849683278338297 
1.1,0.7,3.8,0.28457357662235133 
1.1,0.7,3.9,0.2841810868926199 
1.1,0.7,4.0,0.2837919395105273 
1.1,0.8,1.5,0.1871838777520762 
1.1,0.8,1.6,0.18905662891537567 
1.1,0.8,1.7,0.19045810502192603 
1.1,0.8,1.8,0.19149490664924224 
1.1,0.8,1.9,0.19224790197012684 
1.1,0.8,2.0,0.19277891485037177 
1.1,0.8,2.1,0.19313556732315654 
1.1,0.8,2.2,0.19335480477670522 
1.1,0.8,2.3,0.1934654816098151 
1.1,0.8,2.4,0.1934902729349655 
1.1,0.8,2.5,0.1934470993945951 
1.1,0.8,2.6,0.19335019753187982 
1.1,0.8,2.7,0.19321093009567583 
1.1,0.8,2.8,0.1930384040239147 
1.1,0.8,2.9,0.19283994510082195 
1.1,0.8,3.0,0.1926214649963791 
1.1,0.8,3.1,0.19238774691203883 
1.1,0.8,3.2,0.19214266923614354 
1.1,0.8,3.3,0.19188938167088693 
1.1,0.8,3.4,0.19163044468581356 
1.1,0.8,3.5,0.19136794050114897 
1.1,0.8,3.6,0.1911035618409242 
1.1,0.8,3.7,0.19083868323227512 
1.1,0.8,3.8,0.19057441852899804 
1.1,0.8,3.9,0.1903116675080128 
1.1,0.8,4.0,0.1900511537571524 
1.1,0.9,1.5,0.13143013758980673 
1.1,0.9,1.6,0.1327446308063262 
1.1,0.9,1.7,0.13372839219993576 
1.1,0.9,1.8,0.13445617376050212 
1.1,0.9,1.9,0.13498473660241653 
1.1,0.9,2.0,0.13535747876771598 
1.1,0.9,2.1,0.13560782904345312 
1.1,0.9,2.2,0.1357617214340067 
1.1,0.9,2.3,0.13583941030440969 
1.1,0.9,2.4,0.13585681238668887 
